concept,subtype,source_dataset,current_matched_image,archive_image_count,selected_image_count
crib,furniture,things,data/images/things_max/crib.jpg,17,17
croissant,food,things,data/images/things_max/croissant.jpg,14,14
cross,Verb,things,data/images/things_max/cross.jpg,18,18
crossbow,weapon,things,data/images/things_max/crossbow.jpg,12,12
crouton,food,things,data/images/things_max/crouton.jpg,12,12
crow,"animal, bird",things,data/images/things_max/crow.jpg,21,21
crowbar,"weapon, tool",things,data/images/things_max/crowbar.jpg,12,12
crown,clothing,things,data/images/things_max/crown.jpg,12,12
crucifix,decoration,things,data/images/things_max/crucifix.jpg,12,12
cruise_ship,vehicle,things,data/images/things_max/cruise_ship.jpg,12,12
crumb,food,things,data/images/things_max/crumb.jpg,12,12
crutch,medical equipment,things,data/images/things_max/crutch.jpg,14,14
crystal_ball,home decor,things,data/images/things_max/crystal_ball.jpg,12,12
crystal1,Noun,things,data/images/things_max/crystal1.jpg,12,12
crystal2,Noun,things,data/images/things_max/crystal2.jpg,20,20
cuckoo_clock,home decor,things,data/images/things_max/cuckoo_clock.jpg,21,21
cucumber,"food, vegetable",things,data/images/things_max/cucumber.jpg,16,16
cufflink,clothing accessory,things,data/images/things_max/cufflink.jpg,18,18
cummerbund,"clothing, clothing accessory",things,data/images/things_max/cummerbund.jpg,17,17
cup,container,things,data/images/things_max/cup.jpg,15,15
cupcake,"food, dessert",things,data/images/things_max/cupcake.jpg,17,17
curb,Noun,things,data/images/things_max/curb.jpg,14,14
curling_iron,"electronic device, tool",things,data/images/things_max/curling_iron.jpg,14,14
curry,food,things,data/images/things_max/curry.jpg,22,22
curtain,home decor,things,data/images/things_max/curtain.jpg,12,12
cushion,Noun,things,data/images/things_max/cushion.jpg,12,12
cutting_board,kitchen tool,things,data/images/things_max/cutting_board.jpg,12,12
cymbal,musical instrument,things,data/images/things_max/cymbal.jpg,16,16
dagger,weapon,things,data/images/things_max/dagger.jpg,14,14
daisy,plant,things,data/images/things_max/daisy.jpg,12,12
dalmatian,animal,things,data/images/things_max/dalmatian.jpg,12,12
dandelion,plant,things,data/images/things_max/dandelion.jpg,15,15
dart,"weapon, sports equipment",things,data/images/things_max/dart.jpg,12,12
dartboard,sports equipment,things,data/images/things_max/dartboard.jpg,12,12
dashboard,part of car,things,data/images/things_max/dashboard.jpg,13,13
deer,animal,things,data/images/things_max/deer.jpg,14,14
defibrillator,"electronic device, medical equipment",things,data/images/things_max/defibrillator.jpg,14,14
denture,Noun,things,data/images/things_max/denture.jpg,14,14
deodorant,Noun,things,data/images/things_max/deodorant.jpg,12,12
desk,furniture,things,data/images/things_max/desk.jpg,14,14
dessert,"food, dessert",things,data/images/things_max/dessert.jpg,22,22
detonator,Noun,things,data/images/things_max/detonator.jpg,12,12
dial,Verb,things,data/images/things_max/dial.jpg,12,12
diamond,decoration,things,data/images/things_max/diamond.jpg,16,16
diaper,clothing,things,data/images/things_max/diaper.jpg,12,12
dice,Noun,things,data/images/things_max/dice.jpg,15,15
dip,food,things,data/images/things_max/dip.jpg,14,14
dirt_bike,vehicle,things,data/images/things_max/dirt_bike.jpg,12,12
dish,container,things,data/images/things_max/dish.jpg,21,21
dishrag,Noun,things,data/images/things_max/dishrag.jpg,12,12
dishwasher,"electronic device, kitchen appliance",things,data/images/things_max/dishwasher.jpg,13,13
dishwashing_liquid,#N/A,things,data/images/things_max/dishwashing_liquid.jpg,13,13
diskette,Noun,things,data/images/things_max/diskette.jpg,12,12
diving_board,#N/A,things,data/images/things_max/diving_board.jpg,13,13
dog,animal,things,data/images/things_max/dog.jpg,12,12
dogfood,food,things,data/images/things_max/dogfood.jpg,13,13
doghouse,container,things,data/images/things_max/doghouse.jpg,13,13
doily,home decor,things,data/images/things_max/doily.jpg,17,17
doll,toy,things,data/images/things_max/doll.jpg,15,15
dollhouse,toy,things,data/images/things_max/dollhouse.jpg,14,14
dolly,Name,things,data/images/things_max/dolly.jpg,13,13
dolphin,animal,things,data/images/things_max/dolphin.jpg,14,14
domino,Noun,things,data/images/things_max/domino.jpg,18,18
donkey,animal,things,data/images/things_max/donkey.jpg,17,17
donut,"food, dessert",things,data/images/things_max/donut.jpg,16,16
door,Noun,things,data/images/things_max/door.jpg,14,14
doorbell,Noun,things,data/images/things_max/doorbell.jpg,14,14
doorhandle,#N/A,things,data/images/things_max/doorhandle.jpg,13,13
doorknob,Noun,things,data/images/things_max/doorknob.jpg,20,20
doorknocker,home decor,things,data/images/things_max/doorknocker.jpg,28,28
doormat,Noun,things,data/images/things_max/doormat.jpg,16,16
doorstop,Noun,things,data/images/things_max/doorstop.jpg,15,15
dough,food,things,data/images/things_max/dough.jpg,22,22
dragonfly,"animal, insect",things,data/images/things_max/dragonfly.jpg,16,16
drain,Noun,things,data/images/things_max/drain.jpg,17,17
drawer,container,things,data/images/things_max/drawer.jpg,13,13
dreidel,toy,things,data/images/things_max/dreidel.jpg,13,13
dress,clothing,things,data/images/things_max/dress.jpg,13,13
dresser,"furniture, container",things,data/images/things_max/dresser.jpg,19,19
drill,"electronic device, tool",things,data/images/things_max/drill.jpg,14,14
drink,drink,things,data/images/things_max/drink.jpg,15,15
drum,musical instrument,things,data/images/things_max/drum.jpg,15,15
drumstick,Noun,things,data/images/things_max/drumstick.jpg,12,12
dryer,electronic device,things,data/images/things_max/dryer.jpg,12,12
duck,"animal, bird",things,data/images/things_max/duck.jpg,13,13
duckling,"animal, bird",things,data/images/things_max/duckling.jpg,25,25
duct,Noun,things,data/images/things_max/duct.jpg,13,13
duct_tape,#N/A,things,data/images/things_max/duct_tape.jpg,12,12
duffel_bag,container,things,data/images/things_max/duffel_bag.jpg,13,13
dumbbell,sports equipment,things,data/images/things_max/dumbbell.jpg,17,17
dumbwaiter,Noun,things,data/images/things_max/dumbwaiter.jpg,17,17
dumpling,food,things,data/images/things_max/dumpling.jpg,13,13
dumpster,container,things,data/images/things_max/dumpster.jpg,14,14
duster,tool,things,data/images/things_max/duster.jpg,12,12
dustpan,"container, tool",things,data/images/things_max/dustpan.jpg,13,13
dynamite,weapon,things,data/images/things_max/dynamite.jpg,13,13
eagle,"animal, bird",things,data/images/things_max/eagle.jpg,21,21
ear,body part,things,data/images/things_max/ear.jpg,12,12
earplug,Noun,things,data/images/things_max/earplug.jpg,13,13
earring,clothing accessory,things,data/images/things_max/earring.jpg,16,16
earwig,"animal, insect",things,data/images/things_max/earwig.jpg,14,14
easel,Noun,things,data/images/things_max/easel.jpg,16,16
easter_egg,food,things,data/images/things_max/easter_egg.jpg,15,15
eclair,"food, dessert",things,data/images/things_max/eclair.jpg,14,14
eel,"animal, food",things,data/images/things_max/eel.jpg,12,12
egg,food,things,data/images/things_max/egg.jpg,15,15
egg_roll,food,things,data/images/things_max/egg_roll.jpg,12,12
eggbeater,"kitchen tool, tool",things,data/images/things_max/eggbeater.jpg,17,17
eggnog,drink,things,data/images/things_max/eggnog.jpg,12,12
eggplant,"food, vegetable",things,data/images/things_max/eggplant.jpg,12,12
eggshell,Noun,things,data/images/things_max/eggshell.jpg,14,14
elbow,body part,things,data/images/things_max/elbow.jpg,14,14
electric_chair,electronic device,things,data/images/things_max/electric_chair.jpg,12,12
elephant,animal,things,data/images/things_max/elephant.jpg,12,12
emerald,Noun,things,data/images/things_max/emerald.jpg,12,12
enchilada,food,things,data/images/things_max/enchilada.jpg,16,16
engine,part of car,things,data/images/things_max/engine.jpg,12,12
envelope,office supply,things,data/images/things_max/envelope.jpg,12,12
eraser,office supply,things,data/images/things_max/eraser.jpg,12,12
espresso,drink,things,data/images/things_max/espresso.jpg,12,12
exerciser,sports equipment,things,data/images/things_max/exerciser.jpg,12,12
exhaust_pipe,part of car,things,data/images/things_max/exhaust_pipe.jpg,16,16
extinguisher,Noun,things,data/images/things_max/extinguisher.jpg,16,16
eye,body part,things,data/images/things_max/eye.jpg,21,21
eye_patch,"medical equipment, clothing, clothing accessory",things,data/images/things_max/eye_patch.jpg,12,12
eyedropper,medical equipment,things,data/images/things_max/eyedropper.jpg,12,12
eyeliner,Noun,things,data/images/things_max/eyeliner.jpg,12,12
eyepiece,Noun,things,data/images/things_max/eyepiece.jpg,12,12
face,body part,things,data/images/things_max/face.jpg,12,12
face_mask,sports equipment,things,data/images/things_max/face_mask.jpg,12,12
fan,electronic device,things,data/images/things_max/fan.jpg,14,14
fast_food,food,things,data/images/things_max/fast_food.jpg,12,12
faucet,Noun,things,data/images/things_max/faucet.jpg,12,12
feather,Noun,things,data/images/things_max/feather.jpg,16,16
fence,Noun,things,data/images/things_max/fence.jpg,24,24
fencepost,#N/A,things,data/images/things_max/fencepost.jpg,14,14
fern,plant,things,data/images/things_max/fern.jpg,12,12
ferret,animal,things,data/images/things_max/ferret.jpg,13,13
ferris_wheel,#N/A,things,data/images/things_max/ferris_wheel.jpg,22,22
ferry,vehicle,things,data/images/things_max/ferry.jpg,12,12
fig,"food, fruit",things,data/images/things_max/fig.jpg,12,12
figurine,home decor,things,data/images/things_max/figurine.jpg,12,12
file1,tool,things,data/images/things_max/file1.jpg,12,12
file2,office supply,things,data/images/things_max/file2.jpg,12,12
filing_cabinet,"furniture, container",things,data/images/things_max/filing_cabinet.jpg,12,12
film,Noun,things,data/images/things_max/film.jpg,12,12
filter,part of car,things,data/images/things_max/filter.jpg,15,15
finger,body part,things,data/images/things_max/finger.jpg,12,12
fingerprint,Noun,things,data/images/things_max/fingerprint.jpg,13,13
fire,Noun,things,data/images/things_max/fire.jpg,12,12
fire_alarm,#N/A,things,data/images/things_max/fire_alarm.jpg,21,21
fire_hydrant,#N/A,things,data/images/things_max/fire_hydrant.jpg,14,14
fire_pit,#N/A,things,data/images/things_max/fire_pit.jpg,14,14
firecracker,Noun,things,data/images/things_max/firecracker.jpg,15,15
fireplace,home decor,things,data/images/things_max/fireplace.jpg,19,19
firetruck,vehicle,things,data/images/things_max/firetruck.jpg,12,12
firewood,Noun,things,data/images/things_max/firewood.jpg,12,12
fireworks,Noun,things,data/images/things_max/fireworks.jpg,22,22
first-aid_kit,medical equipment,things,data/images/things_max/first-aid_kit.jpg,12,12
fish,"animal, food",things,data/images/things_max/fish.jpg,13,13
fishbowl,container,things,data/images/things_max/fishbowl.jpg,17,17
fishhook,Noun,things,data/images/things_max/fishhook.jpg,12,12
fishing_pole,#N/A,things,data/images/things_max/fishing_pole.jpg,12,12
fishnet_stockings,clothing,things,data/images/things_max/fishnet_stockings.jpg,15,15
flag,decoration,things,data/images/things_max/flag.jpg,14,14
flagpole,Noun,things,data/images/things_max/flagpole.jpg,14,14
flamethrower,weapon,things,data/images/things_max/flamethrower.jpg,12,12
flamingo,"animal, bird",things,data/images/things_max/flamingo.jpg,22,22
flan,"food, dessert",things,data/images/things_max/flan.jpg,12,12
flashbulb,Noun,things,data/images/things_max/flashbulb.jpg,12,12
flashlight,Noun,things,data/images/things_max/flashlight.jpg,12,12
flask,container,things,data/images/things_max/flask.jpg,14,14
flatiron,Noun,things,data/images/things_max/flatiron.jpg,12,12
flip_flop,clothing,things,data/images/things_max/flip_flop.jpg,12,12
flipper,sports equipment,things,data/images/things_max/flipper.jpg,12,12
float,Verb,things,data/images/things_max/float.jpg,12,12
floss,Verb,things,data/images/things_max/floss.jpg,13,13
flour,food,things,data/images/things_max/flour.jpg,12,12
flower,plant,things,data/images/things_max/flower.jpg,19,19
flute,musical instrument,things,data/images/things_max/flute.jpg,15,15
fly,"animal, insect",things,data/images/things_max/fly.jpg,17,17
flypaper,Noun,things,data/images/things_max/flypaper.jpg,13,13
flyswatter,tool,things,data/images/things_max/flyswatter.jpg,12,12
foam,Noun,things,data/images/things_max/foam.jpg,12,12
folder,office supply,things,data/images/things_max/folder.jpg,19,19
fondue,food,things,data/images/things_max/fondue.jpg,15,15
food_processor,"electronic device, kitchen appliance",things,data/images/things_max/food_processor.jpg,14,14
foot,body part,things,data/images/things_max/foot.jpg,14,14
football,sports equipment,things,data/images/things_max/football.jpg,12,12
football_helmet,sports equipment,things,data/images/things_max/football_helmet.jpg,16,16
footbath,container,things,data/images/things_max/footbath.jpg,12,12
footprint,Noun,things,data/images/things_max/footprint.jpg,15,15
footrest,furniture,things,data/images/things_max/footrest.jpg,12,12
fork,tool,things,data/images/things_max/fork.jpg,12,12
forklift,vehicle,things,data/images/things_max/forklift.jpg,12,12
fossil,Noun,things,data/images/things_max/fossil.jpg,12,12
fountain_pen,"office supply, tool",things,data/images/things_max/fountain_pen.jpg,15,15
fox,animal,things,data/images/things_max/fox.jpg,16,16
frame,home decor,things,data/images/things_max/frame.jpg,12,12
freezer,"electronic device, kitchen appliance",things,data/images/things_max/freezer.jpg,12,12
french_fries,food,things,data/images/things_max/french_fries.jpg,12,12
french_horn,musical instrument,things,data/images/things_max/french_horn.jpg,12,12
frisbee,"toy, sports equipment",things,data/images/things_max/frisbee.jpg,12,12
frog,animal,things,data/images/things_max/frog.jpg,15,15
fruit,"food, fruit",things,data/images/things_max/fruit.jpg,12,12
fruitcake,"food, dessert",things,data/images/things_max/fruitcake.jpg,12,12
fudge,"food, dessert",things,data/images/things_max/fudge.jpg,14,14
fungus,Noun,things,data/images/things_max/fungus.jpg,12,12
funnel,"kitchen tool, tool",things,data/images/things_max/funnel.jpg,12,12
fur_coat,clothing,things,data/images/things_max/fur_coat.jpg,12,12
furnace,Noun,things,data/images/things_max/furnace.jpg,12,12
fuse,Noun,things,data/images/things_max/fuse.jpg,12,12
gallows,Noun,things,data/images/things_max/gallows.jpg,12,12
game,Noun,things,data/images/things_max/game.jpg,12,12
garbage,container,things,data/images/things_max/garbage.jpg,12,12
garbage_truck,vehicle,things,data/images/things_max/garbage_truck.jpg,15,15
gargoyle,decoration,things,data/images/things_max/gargoyle.jpg,17,17
garlic,"food, vegetable",things,data/images/things_max/garlic.jpg,12,12
garter,clothing,things,data/images/things_max/garter.jpg,12,12
gas_mask,#N/A,things,data/images/things_max/gas_mask.jpg,12,12
gasket,part of car,things,data/images/things_max/gasket.jpg,12,12
gate,Noun,things,data/images/things_max/gate.jpg,12,12
gauge,Noun,things,data/images/things_max/gauge.jpg,12,12
gauze,medical equipment,things,data/images/things_max/gauze.jpg,12,12
gavel,tool,things,data/images/things_max/gavel.jpg,12,12
gazelle,animal,things,data/images/things_max/gazelle.jpg,14,14
gear,Noun,things,data/images/things_max/gear.jpg,12,12
gearshift,part of car,things,data/images/things_max/gearshift.jpg,12,12
gel,Noun,things,data/images/things_max/gel.jpg,14,14
gem,Noun,things,data/images/things_max/gem.jpg,12,12
generator,electronic device,things,data/images/things_max/generator.jpg,12,12
gift,Noun,things,data/images/things_max/gift.jpg,12,12
ginger,food,things,data/images/things_max/ginger.jpg,12,12
gingerbread_man,food,things,data/images/things_max/gingerbread_man.jpg,12,12
giraffe,animal,things,data/images/things_max/giraffe.jpg,24,24
girl,Noun,things,data/images/things_max/girl.jpg,13,13
glass,container,things,data/images/things_max/glass.jpg,12,12
glasses,clothing accessory,things,data/images/things_max/glasses.jpg,17,17
globe,home decor,things,data/images/things_max/globe.jpg,12,12
glove,"clothing, clothing accessory",things,data/images/things_max/glove.jpg,16,16
glue,office supply,things,data/images/things_max/glue.jpg,12,12
go-kart,vehicle,things,data/images/things_max/go-kart.jpg,12,12
goalpost,sports equipment,things,data/images/things_max/goalpost.jpg,13,13
goat,"animal, food",things,data/images/things_max/goat.jpg,12,12
goblet,container,things,data/images/things_max/goblet.jpg,14,14
goggles,sports equipment,things,data/images/things_max/goggles.jpg,13,13
gold,Noun,things,data/images/things_max/gold.jpg,18,18
goldfish,animal,things,data/images/things_max/goldfish.jpg,12,12
golf_cart,vehicle,things,data/images/things_max/golf_cart.jpg,12,12
golf_club,sports equipment,things,data/images/things_max/golf_club.jpg,12,12
gondola,vehicle,things,data/images/things_max/gondola.jpg,12,12
gong,musical instrument,things,data/images/things_max/gong.jpg,12,12
goose,"animal, bird, food",things,data/images/things_max/goose.jpg,16,16
gopher,animal,things,data/images/things_max/gopher.jpg,16,16
gorilla,"animal, food",things,data/images/things_max/gorilla.jpg,21,21
gourd,"home decor, vegetable",things,data/images/things_max/gourd.jpg,17,17
graffiti,decoration,things,data/images/things_max/graffiti.jpg,19,19
grain,food,things,data/images/things_max/grain.jpg,12,12
gramophone,Noun,things,data/images/things_max/gramophone.jpg,17,17
granite,Noun,things,data/images/things_max/granite.jpg,14,14
granola,food,things,data/images/things_max/granola.jpg,17,17
grape,"food, fruit",things,data/images/things_max/grape.jpg,20,20
grapefruit,"food, fruit",things,data/images/things_max/grapefruit.jpg,18,18
grapevine,plant,things,data/images/things_max/grapevine.jpg,13,13
grass,plant,things,data/images/things_max/grass.jpg,15,15
grasshopper,"animal, insect",things,data/images/things_max/grasshopper.jpg,20,20
grate,Noun,things,data/images/things_max/grate.jpg,17,17
grater,"kitchen tool, tool",things,data/images/things_max/grater.jpg,12,12
gravel,Noun,things,data/images/things_max/gravel.jpg,12,12
gravestone,Noun,things,data/images/things_max/gravestone.jpg,12,12
gravy,food,things,data/images/things_max/gravy.jpg,19,19
green_beans,"food, vegetable",things,data/images/things_max/green_beans.jpg,12,12
grenade,weapon,things,data/images/things_max/grenade.jpg,12,12
grill,Noun,things,data/images/things_max/grill.jpg,12,12
grille,part of car,things,data/images/things_max/grille.jpg,12,12
grinder,"kitchen tool, tool",things,data/images/things_max/grinder.jpg,13,13
grits,food,things,data/images/things_max/grits.jpg,12,12
groundhog,animal,things,data/images/things_max/groundhog.jpg,12,12
guacamole,food,things,data/images/things_max/guacamole.jpg,25,25
guardrail,Noun,things,data/images/things_max/guardrail.jpg,18,18
guillotine,Noun,things,data/images/things_max/guillotine.jpg,14,14
guinea_pig,animal,things,data/images/things_max/guinea_pig.jpg,14,14
guitar,musical instrument,things,data/images/things_max/guitar.jpg,17,17
gum,food,things,data/images/things_max/gum.jpg,12,12
gumball,food,things,data/images/things_max/gumball.jpg,12,12
gumdrop,food,things,data/images/things_max/gumdrop.jpg,13,13
gun,weapon,things,data/images/things_max/gun.jpg,12,12
gurney,medical equipment,things,data/images/things_max/gurney.jpg,26,26
gutter,Noun,things,data/images/things_max/gutter.jpg,14,14
gyro,food,things,data/images/things_max/gyro.jpg,12,12
gyroscope,toy,things,data/images/things_max/gyroscope.jpg,12,12
hail,Verb,things,data/images/things_max/hail.jpg,12,12
hair,body part,things,data/images/things_max/hair.jpg,12,12
hairbrush,Noun,things,data/images/things_max/hairbrush.jpg,15,15
hairdryer,electronic device,things,data/images/things_max/hairdryer.jpg,15,15
hairnet,Noun,things,data/images/things_max/hairnet.jpg,14,14
hairpin,Noun,things,data/images/things_max/hairpin.jpg,15,15
hairspray,Noun,things,data/images/things_max/hairspray.jpg,12,12
ham,food,things,data/images/things_max/ham.jpg,12,12
hamburger,food,things,data/images/things_max/hamburger.jpg,12,12
hammer,"weapon, tool",things,data/images/things_max/hammer.jpg,12,12
hammock,furniture,things,data/images/things_max/hammock.jpg,12,12
hamster,animal,things,data/images/things_max/hamster.jpg,14,14
hand,body part,things,data/images/things_max/hand.jpg,14,14
handbrake,part of car,things,data/images/things_max/handbrake.jpg,12,12
handcuff,Verb,things,data/images/things_max/handcuff.jpg,12,12
handkerchief,clothing accessory,things,data/images/things_max/handkerchief.jpg,14,14
handle,Verb,things,data/images/things_max/handle.jpg,13,13
handlebar,Noun,things,data/images/things_max/handlebar.jpg,12,12
handprint,Noun,things,data/images/things_max/handprint.jpg,12,12
hanger,Noun,things,data/images/things_max/hanger.jpg,14,14
hard_disk,#N/A,things,data/images/things_max/hard_disk.jpg,14,14
harmonica,musical instrument,things,data/images/things_max/harmonica.jpg,19,19
harness,Noun,things,data/images/things_max/harness.jpg,13,13
harp,musical instrument,things,data/images/things_max/harp.jpg,12,12
hash,food,things,data/images/things_max/hash.jpg,13,13
hat,"clothing, clothing accessory",things,data/images/things_max/hat.jpg,17,17
hatbox,container,things,data/images/things_max/hatbox.jpg,12,12
hatchet,tool,things,data/images/things_max/hatchet.jpg,20,20
hawk,"animal, bird",things,data/images/things_max/hawk.jpg,17,17
hay,food,things,data/images/things_max/hay.jpg,13,13
headband,"clothing, clothing accessory",things,data/images/things_max/headband.jpg,15,15
headdress,"clothing, clothing accessory",things,data/images/things_max/headdress.jpg,15,15
headlamp,#N/A,things,data/images/things_max/headlamp.jpg,16,16
headlight,part of car,things,data/images/things_max/headlight.jpg,13,13
headphones,Noun,things,data/images/things_max/headphones.jpg,13,13
headrest,part of car,things,data/images/things_max/headrest.jpg,12,12
headscarf,clothing,things,data/images/things_max/headscarf.jpg,12,12
headset,Noun,things,data/images/things_max/headset.jpg,13,13
hearing_aid,medical equipment,things,data/images/things_max/hearing_aid.jpg,14,14
hearse,vehicle,things,data/images/things_max/hearse.jpg,12,12
heater,Noun,things,data/images/things_max/heater.jpg,14,14
hedge,plant,things,data/images/things_max/hedge.jpg,13,13
hedgehog,animal,things,data/images/things_max/hedgehog.jpg,15,15
helicopter,vehicle,things,data/images/things_max/helicopter.jpg,25,25
helmet,sports equipment,things,data/images/things_max/helmet.jpg,12,12
highchair,furniture,things,data/images/things_max/highchair.jpg,12,12
highlighter,office supply,things,data/images/things_max/highlighter.jpg,12,12
hinge,Noun,things,data/images/things_max/hinge.jpg,12,12
hip,body part,things,data/images/things_max/hip.jpg,12,12
hippopotamus,animal,things,data/images/things_max/hippopotamus.jpg,18,18
hobbyhorse,toy,things,data/images/things_max/hobbyhorse.jpg,13,13
hockey_stick,sports equipment,things,data/images/things_max/hockey_stick.jpg,12,12
hoe,tool,things,data/images/things_max/hoe.jpg,13,13
hole,Noun,things,data/images/things_max/hole.jpg,13,13
holster,Noun,things,data/images/things_max/holster.jpg,14,14
home_plate,sports equipment,things,data/images/things_max/home_plate.jpg,13,13
honey,food,things,data/images/things_max/honey.jpg,15,15
honeycomb,Noun,things,data/images/things_max/honeycomb.jpg,13,13
honeypot,container,things,data/images/things_max/honeypot.jpg,19,19
hood,clothing,things,data/images/things_max/hood.jpg,12,12
hoodie,clothing,things,data/images/things_max/hoodie.jpg,15,15
hook1,Noun,things,data/images/things_max/hook1.jpg,16,16
hook2,tool,things,data/images/things_max/hook2.jpg,12,12
hookah,Noun,things,data/images/things_max/hookah.jpg,15,15
hopscotch,Noun,things,data/images/things_max/hopscotch.jpg,12,12
horn,musical instrument,things,data/images/things_max/horn.jpg,12,12
horse,animal,things,data/images/things_max/horse.jpg,17,17
horseshoe,Noun,things,data/images/things_max/horseshoe.jpg,14,14
hose,tool,things,data/images/things_max/hose.jpg,12,12
hot_chocolate,drink,things,data/images/things_max/hot_chocolate.jpg,13,13
hot_tub,container,things,data/images/things_max/hot_tub.jpg,14,14
hot-air_balloon,vehicle,things,data/images/things_max/hot-air_balloon.jpg,22,22
hot-water_bottle,container,things,data/images/things_max/hot-water_bottle.jpg,12,12
hotdog,food,things,data/images/things_max/hotdog.jpg,12,12
hotplate,"electronic device, kitchen appliance",things,data/images/things_max/hotplate.jpg,12,12
hourglass,home decor,things,data/images/things_max/hourglass.jpg,14,14
hovercraft,vehicle,things,data/images/things_max/hovercraft.jpg,13,13
hubcap,part of car,things,data/images/things_max/hubcap.jpg,18,18
hula_hoop,toy,things,data/images/things_max/hula_hoop.jpg,16,16
hummingbird,"animal, bird",things,data/images/things_max/hummingbird.jpg,12,12
hummus,food,things,data/images/things_max/hummus.jpg,17,17
humvee,vehicle,things,data/images/things_max/humvee.jpg,16,16
hydrant,Noun,things,data/images/things_max/hydrant.jpg,13,13
hyena,animal,things,data/images/things_max/hyena.jpg,16,16
ice,"food, dessert",things,data/images/things_max/ice.jpg,14,14
ice_cream,"food, dessert",things,data/images/things_max/ice_cream.jpg,12,12
ice_cube,"food, dessert",things,data/images/things_max/ice_cube.jpg,14,14
ice_pack,medical equipment,things,data/images/things_max/ice_pack.jpg,12,12
ice-cream_cone,"food, dessert",things,data/images/things_max/ice-cream_cone.jpg,15,15
icemaker,"electronic device, kitchen appliance",things,data/images/things_max/icemaker.jpg,12,12
icepick,"weapon, kitchen tool, tool",things,data/images/things_max/icepick.jpg,13,13
iceskate,sports equipment,things,data/images/things_max/iceskate.jpg,14,14
icicle,Noun,things,data/images/things_max/icicle.jpg,12,12
iguana,animal,things,data/images/things_max/iguana.jpg,26,26
incense,Noun,things,data/images/things_max/incense.jpg,12,12
incubator,electronic device,things,data/images/things_max/incubator.jpg,12,12
inhaler,medical equipment,things,data/images/things_max/inhaler.jpg,12,12
ink,office supply,things,data/images/things_max/ink.jpg,13,13
inkwell,container,things,data/images/things_max/inkwell.jpg,14,14
insole,clothing accessory,things,data/images/things_max/insole.jpg,13,13
iron,electronic device,things,data/images/things_max/iron.jpg,17,17
ironing_board,#N/A,things,data/images/things_max/ironing_board.jpg,15,15
ivy,plant,things,data/images/things_max/ivy.jpg,13,13
jack,tool,things,data/images/things_max/jack.jpg,12,12
jacket,clothing,things,data/images/things_max/jacket.jpg,16,16
jackhammer,"electronic device, tool",things,data/images/things_max/jackhammer.jpg,13,13
jalapeno,"food, vegetable",things,data/images/things_max/jalapeno.jpg,15,15
jam,food,things,data/images/things_max/jam.jpg,15,15
jar,container,things,data/images/things_max/jar.jpg,14,14
javelin,sports equipment,things,data/images/things_max/javelin.jpg,12,12
jeans,clothing,things,data/images/things_max/jeans.jpg,17,17
jeep,vehicle,things,data/images/things_max/jeep.jpg,15,15
jelly_bean,food,things,data/images/things_max/jelly_bean.jpg,13,13
jellyfish,animal,things,data/images/things_max/jellyfish.jpg,15,15
jersey,clothing,things,data/images/things_max/jersey.jpg,15,15
jet,vehicle,things,data/images/things_max/jet.jpg,15,15
jetski,vehicle,things,data/images/things_max/jetski.jpg,14,14
jewel,decoration,things,data/images/things_max/jewel.jpg,21,21
jewelry,decoration,things,data/images/things_max/jewelry.jpg,15,15
jigsaw_puzzle,#N/A,things,data/images/things_max/jigsaw_puzzle.jpg,14,14
joystick,electronic device,things,data/images/things_max/joystick.jpg,15,15
jug,container,things,data/images/things_max/jug.jpg,13,13
juice,drink,things,data/images/things_max/juice.jpg,13,13
juicer1,kitchen tool,things,data/images/things_max/juicer1.jpg,12,12
juicer2,"electronic device, kitchen appliance",things,data/images/things_max/juicer2.jpg,13,13
jukebox,electronic device,things,data/images/things_max/jukebox.jpg,13,13
jump_rope,sports equipment,things,data/images/things_max/jump_rope.jpg,14,14
jumpsuit,clothing,things,data/images/things_max/jumpsuit.jpg,13,13
kale,"plant, food, vegetable",things,data/images/things_max/kale.jpg,15,15
kaleidoscope,toy,things,data/images/things_max/kaleidoscope.jpg,12,12
kangaroo,animal,things,data/images/things_max/kangaroo.jpg,15,15
kayak,vehicle,things,data/images/things_max/kayak.jpg,13,13
kazoo,musical instrument,things,data/images/things_max/kazoo.jpg,19,19
kebab,food,things,data/images/things_max/kebab.jpg,12,12
keg,container,things,data/images/things_max/keg.jpg,18,18
ketchup,food,things,data/images/things_max/ketchup.jpg,16,16
kettle,"container, kitchen tool",things,data/images/things_max/kettle.jpg,15,15
key,Noun,things,data/images/things_max/key.jpg,19,19
keyboard,musical instrument,things,data/images/things_max/keyboard.jpg,15,15
keyhole,Noun,things,data/images/things_max/keyhole.jpg,14,14
kilt,clothing,things,data/images/things_max/kilt.jpg,18,18
kimono,clothing,things,data/images/things_max/kimono.jpg,17,17
kite,toy,things,data/images/things_max/kite.jpg,14,14
kitten,animal,things,data/images/things_max/kitten.jpg,12,12
kiwi,"food, fruit",things,data/images/things_max/kiwi.jpg,12,12
knee,body part,things,data/images/things_max/knee.jpg,13,13
kneepad,sports equipment,things,data/images/things_max/kneepad.jpg,16,16
knife,"weapon, kitchen tool, tool",things,data/images/things_max/knife.jpg,15,15
knitting,Noun,things,data/images/things_max/knitting.jpg,12,12
knitting_needle,#N/A,things,data/images/things_max/knitting_needle.jpg,18,18
